Date,Price,Open,High,Low,Vol.,Change %
4/21/2023,0.078427,0.083894,0.084663,0.077244,2.78B,-6.52%
4/22/2023,0.08027,0.078427,0.080936,0.078187,1.04B,2.35%
4/23/2023,0.078778,0.08027,0.080729,0.076911,995.77M,-1.86%
4/24/2023,0.07875,0.078778,0.080006,0.077237,1.05B,-0.04%
4/25/2023,0.079745,0.078744,0.079944,0.077568,882.19M,1.26%
4/26/2023,0.078608,0.079745,0.083459,0.0753,2.38B,-1.43%
4/27/2023,0.080137,0.078592,0.080922,0.0784,1.34B,1.94%
4/28/2023,0.080334,0.080137,0.080601,0.079233,642.71M,0.25%
4/29/2023,0.081576,0.080332,0.081909,0.080205,723.16M,1.55%
4/30/2023,0.079462,0.081576,0.081693,0.079283,720.75M,-2.59%
5/1/2023,0.078824,0.079462,0.080007,0.07739,933.49M,-0.80%
5/2/2023,0.078774,0.078823,0.07907,0.077674,589.72M,-0.06%
5/3/2023,0.079598,0.078774,0.080652,0.077172,865.38M,1.05%
5/4/2023,0.07839,0.079603,0.079702,0.077972,709.51M,-1.52%
5/5/2023,0.080201,0.07839,0.081456,0.077674,1.07B,2.31%
5/6/2023,0.076741,0.080203,0.080454,0.07591,1.14B,-4.31%
5/7/2023,0.076502,0.076741,0.077487,0.076277,615.95M,-0.31%
5/8/2023,0.072415,0.076502,0.077086,0.070287,1.49B,-5.34%
5/9/2023,0.073114,0.072416,0.073341,0.07213,770.90M,0.97%
5/10/2023,0.073154,0.073115,0.074658,0.070594,1.19B,0.05%
5/11/2023,0.071955,0.07313,0.07316,0.069324,1.18B,-1.64%
5/12/2023,0.072369,0.071957,0.072616,0.069362,1.29B,0.58%
5/13/2023,0.071665,0.072367,0.072398,0.071357,434.51M,-0.97%
5/14/2023,0.071967,0.071666,0.072629,0.071219,363.44M,0.42%
5/15/2023,0.071953,0.071967,0.073549,0.070961,728.58M,-0.02%
5/16/2023,0.072751,0.071952,0.073238,0.070924,578.78M,1.11%
5/17/2023,0.074784,0.072751,0.075424,0.07234,1.09B,2.79%
5/18/2023,0.07343,0.074833,0.074892,0.071695,1.06B,-1.81%
5/19/2023,0.073494,0.07343,0.074024,0.07303,484.32M,0.09%
5/20/2023,0.073629,0.073494,0.073846,0.073085,289.95M,0.18%
5/21/2023,0.072114,0.073628,0.073979,0.071991,409.63M,-2.06%
5/22/2023,0.07292,0.072114,0.073976,0.07099,651.39M,1.12%
5/23/2023,0.07288,0.07292,0.073901,0.072465,471.06M,-0.05%
5/24/2023,0.070656,0.072877,0.072881,0.069765,814.18M,-3.05%
5/25/2023,0.070884,0.07065,0.071011,0.06889,652.66M,0.32%
5/26/2023,0.070962,0.070882,0.071349,0.070382,558.07M,0.11%
5/27/2023,0.072608,0.070962,0.073366,0.070839,474.84M,2.32%
5/28/2023,0.073537,0.072608,0.073959,0.071889,564.40M,1.28%
5/29/2023,0.073135,0.073537,0.073975,0.072721,414.39M,-0.55%
5/30/2023,0.072312,0.073136,0.073449,0.072153,682.57M,-1.12%
5/31/2023,0.071661,0.072312,0.072673,0.070738,574.92M,-0.90%
6/1/2023,0.071434,0.071659,0.072173,0.070783,485.33M,-0.32%
6/2/2023,0.072571,0.071427,0.073268,0.071052,519.35M,1.59%
6/3/2023,0.072708,0.072571,0.072974,0.072207,297.37M,0.19%
6/4/2023,0.072487,0.072709,0.073299,0.072368,361.80M,-0.30%
6/5/2023,0.066441,0.072481,0.072684,0.063674,1.74B,-8.34%
6/6/2023,0.07025,0.066441,0.071971,0.065983,1.49B,5.73%
6/7/2023,0.067284,0.07025,0.070291,0.066743,903.49M,-4.22%
6/8/2023,0.067941,0.067284,0.068448,0.066998,523.93M,0.98%
6/9/2023,0.069462,0.067941,0.071069,0.067451,914.85M,2.24%
6/10/2023,0.061765,0.069462,0.070869,0.055888,3.58B,-11.08%
6/11/2023,0.061528,0.061765,0.062847,0.061089,875.00M,-0.38%
6/12/2023,0.061436,0.061528,0.06169,0.06009,788.59M,-0.15%
6/13/2023,0.061726,0.061436,0.062642,0.060637,721.04M,0.47%
6/14/2023,0.060413,0.061725,0.062178,0.058498,988.86M,-2.13%
6/15/2023,0.061509,0.060413,0.061948,0.059738,774.12M,1.81%
6/16/2023,0.062172,0.06151,0.062744,0.06091,736.34M,1.08%
6/17/2023,0.062193,0.062172,0.062927,0.061778,544.38M,0.03%
6/18/2023,0.062107,0.062193,0.063901,0.061409,938.05M,-0.14%
6/19/2023,0.062429,0.062107,0.062755,0.061574,533.66M,0.52%
6/20/2023,0.063108,0.062429,0.063108,0.060782,696.97M,1.09%
6/21/2023,0.065644,0.063108,0.066737,0.062845,1.42B,4.02%
6/22/2023,0.065567,0.065642,0.069278,0.065427,1.49B,-0.12%
6/23/2023,0.06822,0.065567,0.069946,0.065365,1.27B,4.05%
6/24/2023,0.066708,0.068224,0.068415,0.065442,1.10B,-2.22%
6/25/2023,0.066704,0.066708,0.067992,0.066437,694.42M,0.00%
6/26/2023,0.064767,0.066719,0.066814,0.063505,1.19B,-2.90%
6/27/2023,0.06556,0.064757,0.065756,0.064483,857.15M,1.22%
6/28/2023,0.062547,0.06556,0.065892,0.060681,1.10B,-4.60%
6/29/2023,0.063421,0.06255,0.064079,0.062441,744.75M,1.40%
6/30/2023,0.066535,0.063421,0.066839,0.062026,1.98B,4.91%
7/1/2023,0.068503,0.066492,0.071131,0.066403,2.02B,2.96%
7/2/2023,0.067975,0.068503,0.068978,0.06607,1.31B,-0.77%
7/3/2023,0.068413,0.067975,0.068782,0.067339,883.99M,0.64%
7/4/2023,0.068913,0.068441,0.071739,0.067817,1.67B,0.73%
7/5/2023,0.067013,0.068913,0.069215,0.065656,965.54M,-2.76%
7/6/2023,0.06488,0.06701,0.068518,0.064748,982.49M,-3.18%
7/7/2023,0.065405,0.064882,0.065855,0.064212,693.76M,0.81%
7/8/2023,0.065734,0.065405,0.066072,0.064763,484.92M,0.50%
7/9/2023,0.065364,0.065734,0.06635,0.065203,447.70M,-0.56%
7/10/2023,0.065233,0.065362,0.066148,0.063728,960.79M,-0.20%
7/11/2023,0.065269,0.065233,0.065483,0.064427,502.95M,0.06%
7/12/2023,0.065031,0.065271,0.065619,0.063864,527.94M,-0.36%
7/13/2023,0.070395,0.065031,0.071629,0.064585,2.24B,8.25%
7/14/2023,0.068517,0.070382,0.072979,0.066653,2.38B,-2.67%
7/15/2023,0.071951,0.068505,0.074861,0.067728,3.44B,5.01%
7/16/2023,0.06953,0.071951,0.072213,0.06907,1.50B,-3.36%
7/17/2023,0.069836,0.06953,0.073065,0.067964,1.84B,0.44%
7/18/2023,0.068665,0.069835,0.070309,0.067291,1.06B,-1.68%
7/19/2023,0.070033,0.068663,0.071396,0.068327,1.62B,1.99%
7/20/2023,0.070578,0.070031,0.073822,0.069374,2.25B,0.78%
7/21/2023,0.073136,0.070586,0.076687,0.070288,2.71B,3.62%
7/22/2023,0.070481,0.073225,0.073288,0.069806,1.27B,-3.63%
7/23/2023,0.071785,0.07049,0.072896,0.070053,998.34M,1.85%
7/24/2023,0.074199,0.071788,0.077514,0.070272,4.83B,3.36%
7/25/2023,0.081847,0.0742,0.0837,0.073638,5.29B,10.31%
7/26/2023,0.077948,0.081852,0.082251,0.076873,3.22B,-4.76%
7/27/2023,0.077616,0.077947,0.079824,0.076697,1.89B,-0.43%
7/28/2023,0.077177,0.077616,0.077875,0.076086,1.28B,-0.57%
7/29/2023,0.080109,0.077179,0.081404,0.076893,1.67B,3.80%
7/30/2023,0.078021,0.080127,0.080492,0.076577,1.48B,-2.61%
7/31/2023,0.077831,0.078021,0.079752,0.076846,1.24B,-0.24%
8/1/2023,0.078132,0.07783,0.078248,0.075771,1.27B,0.39%
8/2/2023,0.074214,0.078129,0.078277,0.073858,1.30B,-5.01%
8/3/2023,0.073584,0.074217,0.07499,0.072809,1.24B,-0.85%
8/4/2023,0.073453,0.073585,0.074882,0.072734,1.13B,-0.18%
8/5/2023,0.075703,0.073453,0.076885,0.072918,1.64B,3.06%
8/6/2023,0.074255,0.075704,0.076445,0.074166,1.17B,-1.91%
8/7/2023,0.073537,0.074255,0.075659,0.071923,1.19B,-0.97%
8/8/2023,0.074973,0.073535,0.07547,0.073205,1.09B,1.95%
8/9/2023,0.075398,0.074969,0.076159,0.07424,1.01B,0.57%
8/10/2023,0.075868,0.075398,0.076902,0.075146,1.12B,0.62%
8/11/2023,0.075716,0.075864,0.076096,0.075094,752.19M,-0.20%
8/12/2023,0.076701,0.075723,0.077334,0.075609,1.10B,1.30%
8/13/2023,0.074799,0.076701,0.076869,0.074327,964.29M,-2.48%
8/14/2023,0.074687,0.074782,0.076942,0.073785,1.32B,-0.15%
8/15/2023,0.070933,0.074687,0.074962,0.069041,1.48B,-5.03%
8/16/2023,0.067209,0.070933,0.071228,0.066133,1.62B,-5.25%
8/17/2023,0.061029,0.067207,0.068393,0.056911,2.66B,-9.20%
8/18/2023,0.063239,0.060999,0.063817,0.060002,2.08B,3.62%
8/19/2023,0.063792,0.063251,0.064444,0.063105,934.53M,0.87%
8/20/2023,0.063837,0.063793,0.064686,0.063416,794.50M,0.07%
8/21/2023,0.062511,0.063837,0.064098,0.060543,1.16B,-2.08%
8/22/2023,0.062571,0.062511,0.063248,0.060545,1.21B,0.10%
8/23/2023,0.063797,0.062566,0.064771,0.062468,1.28B,1.96%
8/24/2023,0.063075,0.063797,0.064039,0.062053,897.94M,-1.13%
8/25/2023,0.063118,0.063069,0.063141,0.061786,803.55M,0.07%
8/26/2023,0.06289,0.063118,0.063367,0.062637,470.52M,-0.36%
8/27/2023,0.063176,0.06289,0.063633,0.062702,548.70M,0.45%
8/28/2023,0.063447,0.063174,0.063635,0.062072,658.65M,0.43%
8/29/2023,0.066413,0.063447,0.06826,0.062425,1.79B,4.68%
8/30/2023,0.065892,0.066401,0.066451,0.064517,1.14B,-0.78%
8/31/2023,0.063756,0.065891,0.066981,0.062918,1.49B,-3.24%
9/1/2023,0.063886,0.063756,0.064206,0.062378,1.08B,0.20%
9/2/2023,0.063475,0.063883,0.064772,0.06278,930.48M,-0.64%
9/3/2023,0.063148,0.063475,0.063763,0.062799,648.14M,-0.52%
9/4/2023,0.063255,0.063148,0.063822,0.062274,713.59M,0.17%
9/5/2023,0.064019,0.063253,0.064327,0.062893,961.58M,1.21%
9/6/2023,0.063641,0.064017,0.064598,0.062724,961.04M,-0.59%
9/7/2023,0.063651,0.063641,0.063826,0.062796,737.47M,0.01%
9/8/2023,0.063691,0.063651,0.063973,0.062487,661.05M,0.06%
9/9/2023,0.063377,0.063694,0.063893,0.063255,380.21M,-0.49%
9/10/2023,0.06131,0.063377,0.063395,0.060468,1.03B,-3.26%
9/11/2023,0.06048,0.06131,0.061975,0.059406,1.24B,-1.35%
9/12/2023,0.060882,0.060479,0.062297,0.060433,1.15B,0.66%
9/13/2023,0.061259,0.060882,0.061706,0.060504,932.90M,0.62%
9/14/2023,0.062093,0.061258,0.062432,0.061092,920.64M,1.36%
9/15/2023,0.062499,0.062093,0.062925,0.06139,642.87M,0.65%
9/16/2023,0.062131,0.062498,0.062946,0.061771,548.81M,-0.59%
9/17/2023,0.061476,0.06213,0.062539,0.061065,627.17M,-1.05%
9/18/2023,0.061987,0.061476,0.062798,0.060992,1.03B,0.83%
9/19/2023,0.062688,0.061987,0.063213,0.061902,1.05B,1.13%
9/20/2023,0.062625,0.062687,0.063007,0.061755,953.06M,-0.10%
9/21/2023,0.061311,0.062624,0.0634,0.061121,1.08B,-2.10%
9/22/2023,0.061521,0.061311,0.061867,0.060821,725.47M,0.34%
9/23/2023,0.061516,0.061525,0.061951,0.061289,469.12M,-0.01%
9/24/2023,0.06069,0.061516,0.061737,0.060537,434.05M,-1.34%
9/25/2023,0.06094,0.060687,0.061221,0.060249,396.47M,0.41%
9/26/2023,0.060609,0.060942,0.061124,0.059705,400.87M,-0.54%
9/27/2023,0.060515,0.060609,0.061378,0.06018,844.22M,-0.16%
9/28/2023,0.061496,0.060515,0.061656,0.060367,564.83M,1.62%
9/29/2023,0.062132,0.061493,0.06235,0.06131,492.51M,1.03%
9/30/2023,0.062072,0.062132,0.062675,0.061732,450.75M,-0.10%
10/1/2023,0.06318,0.062072,0.063556,0.061743,601.71M,1.79%
10/2/2023,0.062007,0.06318,0.064054,0.061473,1.52B,-1.86%
10/3/2023,0.061374,0.06201,0.062289,0.06114,842.74M,-1.02%
10/4/2023,0.061467,0.061374,0.061577,0.060172,444.53M,0.15%
10/5/2023,0.06085,0.061467,0.061648,0.06077,311.88M,-1.00%
10/6/2023,0.061366,0.06085,0.061549,0.060741,366.35M,0.85%
10/7/2023,0.061425,0.061366,0.061656,0.061055,421.86M,0.09%
10/8/2023,0.060957,0.061424,0.061592,0.060743,340.19M,-0.76%
10/9/2023,0.058727,0.060958,0.060996,0.057764,1.08B,-3.66%
10/10/2023,0.059133,0.058728,0.059231,0.058476,495.05M,0.69%
10/11/2023,0.058511,0.059136,0.059472,0.057698,633.47M,-1.05%
10/12/2023,0.057899,0.058511,0.058518,0.0574,524.59M,-1.05%
10/13/2023,0.058392,0.057885,0.058807,0.057792,636.13M,0.85%
10/14/2023,0.059846,0.05839,0.059978,0.058352,482.65M,2.49%
10/15/2023,0.059304,0.059846,0.059859,0.059019,387.94M,-0.91%
10/16/2023,0.060009,0.05931,0.061622,0.059256,1.22B,1.19%
10/17/2023,0.059034,0.060009,0.060164,0.058552,803.86M,-1.62%
10/18/2023,0.058581,0.059036,0.05927,0.058295,347.79M,-0.77%
10/19/2023,0.058878,0.058583,0.058896,0.057868,337.78M,0.51%
10/20/2023,0.059906,0.058878,0.060386,0.058637,485.43M,1.75%
10/21/2023,0.061203,0.059906,0.06143,0.059455,518.00M,2.16%
10/22/2023,0.061683,0.061203,0.061725,0.059906,516.33M,0.78%
10/23/2023,0.067445,0.061677,0.067817,0.061312,2.77B,9.34%
10/24/2023,0.066567,0.067443,0.069908,0.064818,3.09B,-1.30%
10/25/2023,0.06832,0.066569,0.069695,0.064908,2.60B,2.63%
10/26/2023,0.07185,0.068325,0.075095,0.067859,4.45B,5.17%
10/27/2023,0.067796,0.071849,0.072352,0.067369,2.06B,-5.64%
10/28/2023,0.069016,0.067795,0.069768,0.067519,890.07M,1.80%
10/29/2023,0.069358,0.069016,0.070165,0.067541,668.72M,0.50%
10/30/2023,0.069583,0.069358,0.070324,0.067998,1.23B,0.33%
10/31/2023,0.068279,0.069584,0.070814,0.066167,2.18B,-1.87%
11/1/2023,0.068957,0.068279,0.06961,0.065872,2.20B,0.99%
11/2/2023,0.067893,0.068958,0.070768,0.066749,2.22B,-1.54%
11/3/2023,0.068087,0.067893,0.068234,0.066375,1.08B,0.29%
11/4/2023,0.06909,0.068087,0.069266,0.06795,758.04M,1.47%
11/5/2023,0.071116,0.069085,0.07172,0.06887,1.79B,2.93%
